G,sigma2,num_samples,M,rho,NMC,mean_emp_loss,std_emp_loss,mean_displacement,std_displacement,mean_excess_loss,std_excess_loss
1-modal,0.1,1000,1,0.125,25,0.08669666716843683,0.0031833668782432914,0.025916405205729767,0.0008635825439009267,0.03760308504253493,0.002316452321654967
1-modal,0.1,1000,1,0.15,25,0.08670387021204787,0.0031804519497654845,0.02592028095974506,0.0008611429991332436,0.03761028808614595,0.0023126770349862933
1-modal,0.1,1000,1,0.175,25,0.08671783117703365,0.0031781258587819335,0.025928479213078594,0.0008608389647745383,0.037624249051131736,0.002309758551808837
1-modal,0.1,1000,1,0.2,25,0.08674257408540118,0.0031716696211616263,0.025944244110898976,0.00086060458009224,0.03764899195949926,0.0023061210985452453
1-modal,0.1,1000,2,0.015,25,0.07284849074685143,0.0040644643960078474,0.018889418541829846,0.005396727577589848,0.02375490862094952,0.004737116178885304
1-modal,0.1,1000,2,0.025,25,0.06778078540312556,0.002310197427851922,0.013150273105405225,0.0020785559209707716,0.018687203277223653,0.0020526265575029697
1-modal,0.1,1000,2,0.045,25,0.06555946775041484,0.002415135837989787,0.01025342310612869,0.0004463606087234058,0.016465885624512934,0.001286187464392324
1-modal,0.1,1000,2,0.065,25,0.06526722225243414,0.002399446676170004,0.009666432864766015,0.00024397254024736295,0.016173640126532222,0.0011812788654016204
1-modal,0.1,1000,2,0.085,25,0.06529614481096696,0.002352184081722065,0.009504293330012313,0.00023404525784335005,0.016202562685065047,0.0011208539049342016
1-modal,0.1,1000,2,0.1,25,0.06540408735741449,0.0023261248478794305,0.009481826359183898,0.00023923692358630795,0.016310505231512566,0.0011086563873293055
1-modal,0.1,1000,2,0.125,25,0.06567777919760749,0.002278698050456205,0.009547456014164317,0.00024891184038717157,0.016584197071705588,0.001089037514488933
1-modal,0.1,1000,2,0.15,25,0.06600302529160003,0.0022578487050638747,0.009685043848790898,0.0002647901030358535,0.01690944316569812,0.0010942115964564017
1-modal,0.1,1000,2,0.175,25,0.06635965246233001,0.0022625066728084627,0.009868420723026995,0.0002797864035036603,0.017266070336428102,0.0011168441687337807
1-modal,0.1,1000,2,0.2,25,0.0667543664701107,0.0022758305494625553,0.010090416165408723,0.0002929639410212406,0.017660784344208785,0.0011411536286534023
1-modal,0.1,1000,3,0.015,25,0.09362299856336742,0.01592804273532201,0.04837061014255778,0.0168789695090067,0.044529416437465524,0.015919623073036987
1-modal,0.1,1000,3,0.025,25,0.06910123352400353,0.006068875072999477,0.021635225158679036,0.006075208873635389,0.020007651398101612,0.005850514263429078
